name,artists,year,danceability,energy,valence,popularity,tempo
36-24-36,['The Shadows'],1963,0.667,0.527,0.807,28,86.52
Day Tripper,['Nancy Sinatra'],1966,0.6609999999999999,0.57,0.763,35,145.879
Still Don't Give A Fuck,['Eminem'],1999,0.6809999999999999,0.851,0.59,50,89.777
Yeah Yeah Yeah (V2),['Jack Conte'],2008,0.557,0.78,0.838,42,149.018
Madame Pompadour - Remasterizado,['Francisco Canaro'],1924,0.535,0.279,0.622,0,149.034
Springtime Blues,['Sonny Boy Williamson I'],1941,0.7390000000000001,0.16,0.7959999999999999,0,81.07
Artistry in Bolero,['Stan Kenton & His Orchestra'],1930,0.5760000000000001,0.618,0.5670000000000001,0,61.67
Valió la Pena Equivocarme,['La Arrolladora Banda El Limón De Rene Camacho'],2001,0.765,0.726,0.962,52,102.089
Resignación - Remasterizado,['Ignacio Corsini'],1925,0.5539999999999999,0.0917,0.742,0,115.904
Rock with You - Single Version,['Michael Jackson'],2005,0.8,0.6990000000000001,0.8420000000000001,50,114.526
Enamorarse Así,['Pepe Aguilar'],2001,0.208,0.358,0.3229999999999999,48,176.806
Baal Shem: Three Pictures of Chassidic Life: II. Nigun (Improvisation),"['Ernest Bloch', 'Yehudi Menuhin']",1945,0.267,0.232,0.114,11,90.371
Lazy River,['Louis Armstrong'],1929,0.5489999999999999,0.308,0.4970000000000001,11,101.471
Часть 26.3 - Обратный путь,['Эрих Мария Ремарк'],1931,0.633,0.21,0.455,0,83.293
Squeeze Me,['Earl Hines'],1941,0.606,0.121,0.219,0,92.645
Deacon Blues,['Steely Dan'],1977,0.75,0.58,0.614,57,115.871
Mere Dil Mein Koi Na Aaye,['Suraiya'],1948,0.574,0.31,0.8959999999999999,0,81.817
No Money,['Galantis'],2016,0.6709999999999999,0.916,0.8029999999999999,70,126.01
Σούστα Καστελοριζιακή,['Λαϊκή Ορχήστρα Μιχάλη Φελουζή'],1930,0.448,0.403,0.657,0,104.933
Jazz Lips,['Louis Armstrong & His Hot Five'],1926,0.614,0.196,0.899,9,201.119
Naipe - Remasterizado,['Francisco Canaro'],1944,0.601,0.145,0.399,1,124.444
Pran Tyag Kar Tune Diwani,['Mohammed Rafi'],1946,0.5429999999999999,0.196,0.556,0,125.297
She Loves My Cock,['Jackyl'],1992,0.612,0.7759999999999999,0.547,34,138.577
Callin' Baton Rouge,['New Grass Revival'],1994,0.652,0.8440000000000001,0.73,42,105.021
"Violin Concerto No. 3 in G Major, K. 216: II. Adagio","['Wolfgang Amadeus Mozart', 'Yehudi Menuhin']",1945,0.208,0.245,0.206,0,84.049
碎心花,['紫薇'],1963,0.381,0.186,0.211,25,87.994
No Chains,['KB'],2018,0.6759999999999999,0.815,0.591,61,162.054
Legacy (feat. Travis Scott & 21 Savage),"['Offset', 'Travis Scott', '21 Savage']",2019,0.8440000000000001,0.513,0.344,66,128.085
Sliding Down the Pole (feat. Too Short),"['E-40', 'Too $hort']",2008,0.7809999999999999,0.493,0.303,42,97.924
Dive,['Ed Sheeran'],2017,0.7609999999999999,0.386,0.526,75,134.943
International Players Anthem,"['Swishahouse', 'Michael Watts']",2008,0.7340000000000001,0.5479999999999999,0.7240000000000001,42,128.289
With You,['Jessica Simpson'],2003,0.5529999999999999,0.7559999999999999,0.605,58,94.487
Youth Culture Killed My Dog,['They Might Be Giants'],1986,0.713,0.63,0.448,21,149.018
Climb,"['Mos Def', 'Vinia Mojica']",1999,0.391,0.5660000000000001,0.5820000000000001,38,86.91
Fist Fightin' Son of a Gun,['Ted Nugent'],1977,0.457,0.967,0.816,25,157.262
Pequeña Serenata Diurna,['Silvio Rodríguez'],1975,0.502,0.235,0.5329999999999999,51,142.088
"Symphony No. 7 in A Major, Op. 92: III. Presto","['Ludwig van Beethoven', 'Nicolaus Esterhazy Sinfonia', 'Béla Drahos']",1997,0.307,0.125,0.127,42,92.901
"Don Quixote, Op. 35 - Fantastic Variations on a Theme of Knightly Character: Variation IV (The Adventure with the Penitents)","['Richard Strauss', 'Arturo Toscanini']",1953,0.325,0.0244,0.255,0,138.264
Believe,['Staind'],2008,0.537,0.736,0.227,45,113.933
Rocce Rosse,['Giorgio Consolini'],1942,0.418,0.0976,0.28,3,111.414
Spiritual Fantasy,['Steppenwolf'],1968,0.464,0.149,0.302,22,92.115
I Really Like You,['Carly Rae Jepsen'],2015,0.62,0.805,0.586,67,122.062
Norman At Home/Gotta Have Me Go With You - Previously Unreleased Version,['Judy Garland'],1954,0.373,0.171,0.142,5,62.02
"Take On the World - Theme Song From ""Girl Meets World""","['Rowan Blanchard', 'Sabrina Carpenter']",2014,0.638,0.713,0.703,59,115.967
Toy Heart,['Bill Monroe'],1946,0.633,0.394,0.91,13,127.971
"Clair de Lune, No. 3","['Claude Debussy', 'Isao Tomita']",1986,0.0942,0.0206,0.038,38,83.671
That Time Of Year - Remastered,['Vinnie Vincent Invasion'],1988,0.445,0.887,0.519,38,117.504
Recuerdos De Navidad,['La Sonora Matancera'],1958,0.476,0.22,0.556,16,199.213
La Pista Enterrada,['El Coyote Y Su Banda Tierra Santa'],1998,0.716,0.399,0.968,39,105.102
Часть 1.3 & Часть 2.1 - Старик и море,['Эрнест Хемингуэй'],1952,0.615,0.34,0.44,0,185.987
You Are My Sunshine (Version 1),['Elizabeth Mitchell'],2002,0.477,0.179,0.605,58,172.046
How Many Times Do I Have to Tell You?,"['Dick Haymes', 'Jimmy Dorsey & His Orchestra']",1944,0.3229999999999999,0.428,0.467,0,117.794
Waltzing on Top of the World,['Jim Reeves'],1963,0.514,0.197,0.433,39,96.73
Sister Rose,['Kenny G'],1992,0.457,0.199,0.194,36,78.372
La Refalosa - Instrumental (Remasterizado),"['Francisco Canaro', 'Charlo']",1928,0.748,0.228,0.962,0,116.49
"Great Balls Of Fire - Live At The Star-Club, Hamburg, Germany/1964",['Jerry Lee Lewis'],1964,0.285,0.901,0.76,22,175.289
"Dreams - Sessions, Roughs & Outtakes; 2004 Remaster",['Fleetwood Mac'],1977,0.872,0.316,0.57,50,119.528
Almost Doesn't Count,['Mark Wills'],2000,0.597,0.395,0.263,36,135.112
Kaise Bhaye Sakhi Rut Sawan Ki,['Lata Mangeshkar'],1954,0.489,0.275,0.362,0,107.178
Milongón - Instrumental (Remasterizado),['Francisco Canaro'],1938,0.754,0.578,0.967,0,104.543
El Tango de la Mula - Remasterizado,"['Francisco Canaro', 'Ernesto Fama']",1934,0.7190000000000001,0.1369999999999999,0.718,0,126.394
Aw' Mercy,"[""Booker T. & the M.G.'s""]",1965,0.672,0.505,0.838,21,123.462
"Ruby, My Dear",['Thelonious Monk'],1959,0.501,0.0798,0.0752,13,75.9
Those Panama Mamas - Are Ruining me,['George Olsen'],1924,0.753,0.316,0.883,0,105.504
Too Young,['Sam Cooke'],1960,0.438,0.181,0.338,16,102.892
Hit Me Up,"['Omar Apollo', 'Dominic Fike', 'Kenny Beats']",2019,0.773,0.62,0.624,66,84.975
The Power of Love,['Jennifer Rush'],1995,0.521,0.654,0.125,63,139.071
Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign),"['Megan Thee Stallion', 'Ty Dolla $ign', 'Nicki Minaj']",2019,0.872,0.8140000000000001,0.57,74,98.985
Bhenge Mor Gharer Chabi,['Bina Chowdhury'],1940,0.384,0.0249,0.618,0,69.858
Silent Night,['Michael W. Smith'],1989,0.405,0.0129,0.0619,25,121.973
Moments,"['Jhené Aiko', 'Big Sean']",2017,0.478,0.643,0.239,57,117.299
Sunday Morning,['No Doubt'],2003,0.58,0.8759999999999999,0.779,38,157.091
Against The Wind,['Bob Seger'],1980,0.674,0.7709999999999999,0.718,64,109.618
Didn't Know About You,['Johnny Hodges & His Orchestra'],1958,0.352,0.0655,0.318,43,184.098
Jesus Christ,['Brand New'],2006,0.657,0.733,0.263,58,88.496
Cantina Band,"['John Williams', 'London Symphony Orchestra']",1977,0.6990000000000001,0.419,0.8220000000000001,54,131.629
"Wie man Freunde gewinnt - Die Kunst, beliebt und einflussreich zu werden, Kapitel 4","['Dale Carnegie', 'Till Hagen', 'Stefan Kaminski']",1936,0.746,0.328,0.383,22,73.516
Igor - 78rpm Version,"['Woody Herman And His Woodchoppers', 'Red Norvo']",1945,0.7190000000000001,0.269,0.5429999999999999,2,118.442
"Das ist bei uns nicht möglich, Kapitel 100","['Sinclair Lewis', 'Frank Arnold']",1935,0.629,0.247,0.285,0,164.478
Noticeable One,['Missing Persons'],1982,0.6509999999999999,0.895,0.861,27,129.633
"Jesus, Etc.",['Wilco'],2002,0.7559999999999999,0.28,0.695,66,109.413
Main Rani Hoon Rani,['Shobha'],1944,0.789,0.268,0.938,0,75.386
Conferring With The Moon,['Will Ackerman'],1986,0.273,0.125,0.0745,25,121.443
Turn On The Radio,['Reba McEntire'],2010,0.603,0.8590000000000001,0.7020000000000001,47,123.072
Mountain Lullaby,['Larry Groce'],1988,0.29,0.0751,0.37,33,180.166
Radicals,"['Tyler, The Creator']",2011,0.556,0.679,0.221,46,74.062
Dr. Jackle,"['Miles Davis', 'Milt Jackson']",1956,0.555,0.38,0.6809999999999999,9,102.035
Easier Said Than Done,['The Essex'],1963,0.7959999999999999,0.475,0.883,20,136.459
Luna Mezzo Mare,['Dean Martin'],1951,0.718,0.283,0.935,40,120.795
The Folks,['Dave Grusin'],1968,0.547,0.283,0.5710000000000001,27,96.552
Little Angel Child,['Jimmy Dawkins'],1998,0.5,0.638,0.746,51,122.621
Got What You Need,"['Eve', 'Drag-On']",2001,0.731,0.7809999999999999,0.7490000000000001,57,99.588
"Das ist bei uns nicht möglich, Kapitel 36","['Sinclair Lewis', 'Frank Arnold']",1935,0.72,0.17,0.475,0,114.178
Third Prelude - Outtake,['Oscar Levant'],1951,0.489,0.181,0.863,2,115.405
You've Got A Way,['Shania Twain'],1999,0.552,0.575,0.249,52,134.165
Fool for the City - Live Version,['Foghat'],1977,0.361,0.8540000000000001,0.672,20,137.529
Baby Driver,['KISS'],1976,0.509,0.893,0.8140000000000001,29,126.583
Mint Car,['The Cure'],1996,0.602,0.945,0.7609999999999999,39,143.844
Dr. Funkenstein,['Parliament'],1976,0.606,0.55,0.649,35,167.393
Something to Believe In,['The Offspring'],1994,0.302,0.8320000000000001,0.575,44,158.938
Stand By Me - Single Version,['Mickey Gilley'],1974,0.6659999999999999,0.42,0.34,51,90.794
THRU THE NIGHT (feat. Bryson Tiller),"['Jack Harlow', 'Bryson Tiller']",2019,0.88,0.58,0.754,71,124.003
The Moochi,"['Jack Payne', 'His BBC Dance Orchestra']",1931,0.511,0.219,0.957,0,204.211
Colors,['Black Pumas'],2019,0.391,0.6920000000000001,0.56,58,180.008
Giant Steps,['Joe Pass'],1976,0.54,0.0207,0.478,25,78.917
Sunshine - Radio Mix,['PierGaspare LaMarca'],2015,0.6920000000000001,0.662,0.129,0,127.989
Levels,['Nick Jonas'],2015,0.4320000000000001,0.6559999999999999,0.66,57,199.246
Brown Eyes,['Woody Guthrie'],1962,0.386,0.19,0.493,10,177.402
Ain't It Funny (feat. Ja Rule & Cadillac Tah) - Murder Remix,"['Jennifer Lopez', 'Ja Rule', 'Cadillac Tah']",2002,0.7809999999999999,0.746,0.7859999999999999,58,89.43
Me voy o no me voy,['Veronica Gonzalez Day'],1945,0.524,0.297,0.6579999999999999,0,149.752
A Thousand Faces,['Creed'],2009,0.249,0.914,0.209,49,150.052
Culero y Cabrón,['Los Razos De Sacramento Y Reynaldo'],2007,0.5660000000000001,0.6940000000000001,0.942,43,118.303
It Had to Be You,['Andy Williams'],1965,0.257,0.193,0.16,31,79.956
I'll Be Seeing You,['Kate Smith'],1978,0.249,0.0943,0.0493,26,136.867
valley girls,['blackbear'],2014,0.574,0.456,0.182,53,149.945
(Don't Go Back To) Rockville,['R.E.M.'],1984,0.494,0.799,0.932,33,151.579
"Verdi : Luisa Miller : Act 2 ""Egli delira; sul mattin degli anni"" [Walter, Wurm]","['Giuseppe Verdi', 'Salvatore Cammarano', 'Mario Rossi', 'Orchestra Sinfonica di Roma della RAI']",1951,0.38,0.163,0.301,0,101.264
Space Oddity,['David Bowie'],1997,0.456,0.328,0.332,48,80.808
One O'Clock Jump,['Count Basie'],1936,0.544,0.486,0.716,10,180.288
4 Dance Episodes from Rodeo: III. Saturday Night Waltz,"['Aaron Copland', 'London Symphony Orchestra']",1963,0.162,0.015,0.106,11,136.55
Dol Gai Han Dol Gai,['Pran'],1942,0.434,0.214,0.37,0,70.05
"Sonate pour piano No. 3 in B Minor, Op. 58: II. Scherzo (Molto Vivace)","['Frédéric Chopin', 'Wilhelm Kempff']",1926,0.244,0.0326,0.214,0,78.076
Perry Mason,['Ozzy Osbourne'],1995,0.349,0.895,0.478,55,135.157
"Puccini: Tosca, Act 2: ""Meno male!"" (Scarpia, Spoletta, Cavaradossi)","['Giacomo Puccini', 'Tito Gobbi', 'Angelo Mercuriali', 'Giuseppe Di Stefano', 'Orchestra Del Teatro Alla Scala, Milano', 'Victor de Sabata']",1953,0.371,0.193,0.249,2,100.511
Firelight,['Young the Giant'],2014,0.3,0.284,0.173,47,188.203
"Suite For Cello Solo No.5 In C Minor, BWV 1011: 1. Prélude","['Johann Sebastian Bach', 'Pierre Fournier']",1961,0.204,0.162,0.227,9,53.341
Winter Wonderland,"['Bastiaan Everink', 'Marine Band Of The Royal Netherlands Navy', 'Major Peter Kleine Schaars']",1943,0.508,0.473,0.404,0,111.46
Breathe,['Jonny Diaz'],2015,0.601,0.728,0.347,56,145.951
Love Is Like A Turtle,['Herb Geller'],1955,0.449,0.465,0.607,3,152.47
Huella Huella - Remasterizado,['Ignacio Corsini'],1928,0.463,0.871,0.315,0,104.695
Newroz,['Hesen Zîrek'],1947,0.64,0.861,0.8079999999999999,0,121.565
Aniceta (Cueca),['Banda 22 de Noviembre'],1930,0.593,0.703,0.728,0,121.529
Le sacre du printemps (The Rite of Spring): Première partie: L'adoration de la terre (Part I: Adoration of the Earth): Rondes printanières (Spring Rounds),"['Igor Stravinsky', 'Michael Tilson Thomas']",1948,0.149,0.0159,0.0691,0,68.059
Wir Sind Mainzer,['Springtoifel'],1937,0.404,0.945,0.519,0,160.189
Blues for Allah: Sand Castles and Glass Camels / Unusual Occurrences in the Desert - 2013 Remaster,['Grateful Dead'],1975,0.319,0.269,0.134,24,108.843
Arcarsenal,['At The Drive In'],2000,0.352,0.985,0.241,41,129.973
Misty Mountain Hop - Alternate Mix,['Led Zeppelin'],1971,0.488,0.892,0.675,52,132.554
Facts (Charlie Heat Version),['Kanye West'],2016,0.777,0.662,0.4,59,142.059
Sweet And Lovely,['Gerry Mulligan'],1955,0.516,0.153,0.392,5,104.509
Miyako,"['Wayne Shorter', 'Curtis Fuller', 'James Spaulding', 'Herbie Hancock', 'Ron Carter', 'Joe Chambers']",1967,0.156,0.131,0.102,23,209.942
"Train, Train",['Blackfoot'],1979,0.609,0.807,0.754,56,121.768
In Your Own Sweet Way,['Miles Davis Quintet'],1959,0.52,0.327,0.395,34,113.784
Lusingame - Instrument and base Version,['Orchestra Studio 7'],1942,0.58,0.206,0.62,0,81.942
For You,['Dean Martin'],1957,0.82,0.181,0.581,18,122.438
Spanish Eyes,['Al Hirt'],1968,0.29,0.32,0.321,29,113.602
Who Needs You? - Alternate Take,['Aretha Franklin'],1961,0.6779999999999999,0.45,0.841,12,123.882
Kya Khoob Lagti Ho,"['Mukesh', 'Kanchan']",1975,0.429,0.644,0.657,34,132.207
There's No Penguins In Alaska,['Chiodos'],2005,0.424,0.917,0.197,41,101.012
"24 Préludes, Op. 28: Prélude No. 24 in D Minor","['Frédéric Chopin', 'Claudio Arrau']",1951,0.309,0.341,0.0782,0,78.283
Letting Go - Remastered 2014,['Wings'],1975,0.531,0.526,0.706,31,99.531
'O zampugnaro 'nnammurato - Instrument and base Version,['Orchestra Studio 7'],1942,0.291,0.232,0.161,0,169.511
Anything For My Baby,['KISS'],1975,0.65,0.929,0.662,32,139.26
La Milonga de Mis Perros - Remasterizado,"['Francisco Canaro', 'Carlos Roldán']",1942,0.705,0.394,0.746,0,101.375
不管你是誰,['葛蘭'],1942,0.337,0.24,0.297,5,115.567
Panch Rupaiya Are Panch Rupaiya,"['Krishna Kalle', 'Minoo Purushottam']",1951,0.404,0.438,0.8290000000000001,0,80.392
As I Am,['H.E.R.'],2019,0.444,0.5670000000000001,0.172,60,83.661
The Dream Team Is In The House!,['L.A. Dream Team'],1986,0.8340000000000001,0.863,0.527,35,121.386
Changes,['3 Doors Down'],2002,0.27,0.7340000000000001,0.208,44,160.863
Te Dijeron,['Plan B'],2012,0.785,0.86,0.547,48,89.978
Stairway To The Stars,"['Dinah Washington', 'Chubby Jackson Orchestra']",1956,0.357,0.265,0.378,5,73.772
Trane's Slo Blues,['John Coltrane'],1961,0.58,0.254,0.417,8,126.766
Tarde O Temprano,['Ladron'],1997,0.716,0.41,0.581,42,145.394
My One And Only You,['Conway Twitty'],1959,0.5920000000000001,0.485,0.653,9,127.442
Spring,['Rites of Spring'],1985,0.212,0.93,0.43,28,124.243
"Piano Sonata No. 30 in E Major, Op. 109: II. Prestissimo","['Ludwig van Beethoven', 'Rudolf Serkin']",1943,0.289,0.104,0.171,0,86.42
Can't Stay Away from You,"['Gloria Estefan', 'Miami Sound Machine']",1985,0.5870000000000001,0.381,0.606,38,155.72
"Mazurkas, Op. 59: No. 3 in F-Sharp Minor (Vivace)","['Frédéric Chopin', 'Arthur Rubinstein']",1926,0.415,0.15,0.261,0,78.107
Scream,['Avenged Sevenfold'],2007,0.5489999999999999,0.941,0.581,58,130.009
Expecting to Fly - 2017 Remaster,['Buffalo Springfield'],1977,0.25,0.338,0.202,30,75.11
Evidence - 2016 Remaster,['Faith No More'],1995,0.6779999999999999,0.8009999999999999,0.627,53,98.008
Première Gnossienne,"['Erik Satie', 'Daniel Varsano']",1949,0.499,0.00371,0.0385,30,109.562
"Etude in F-Sharp Major, Op. 42, No. 4: Andante - Remastered","['Alexander Scriabin', 'Vladimir Horowitz']",1951,0.377,0.0161,0.25,0,66.91
Little Girl Blue,['Doris Day'],1948,0.209,0.133,0.0393,13,85.366
Reminder - Remix,"['The Weeknd', 'A$AP Rocky', 'Young Thug']",2017,0.7509999999999999,0.654,0.527,61,160.035
Satisfy You,['Diddy'],1999,0.764,0.594,0.695,54,87.261
"And You and I: i. Cord of Life, ii. Eclipse, iii. The Preacher the Teacher, iv. The Apocalypse - Live",['Yes'],1973,0.171,0.569,0.21,25,80.177
Cobble-Stones - Unissued Take,['Ted Weems & His Orchestra'],1928,0.862,0.472,0.7070000000000001,0,106.466
Southern Belle,['Elliott Smith'],1995,0.516,0.267,0.475,33,121.06
Private Investigations,['Dire Straits'],1982,0.551,0.101,0.0691,39,84.407
Santiago - Remastered,['Legión Española'],1936,0.5479999999999999,0.464,0.922,2,126.862
La Galleguita (Alex Fox),['Creol'],2001,0.7040000000000001,0.588,0.888,43,114.962
God Is Bigger,['VeggieTales'],1995,0.59,0.34,0.556,42,132.331
DHL,['Frank Ocean'],2019,0.8190000000000001,0.458,0.232,70,122.981
Middle Man,['Living Colour'],1988,0.545,0.98,0.48,31,111.994
Tennessee Waltz,['Pee Wee King & His Golden West Cowboys'],1952,0.541,0.153,0.675,10,114.834
Bonfire,['Knife Party'],2012,0.536,0.944,0.589,63,174.031
Witchcraft,['Pendulum'],2010,0.42,0.969,0.182,63,174.038
Crazy,['Seal'],2004,0.633,0.858,0.725,64,102.559
Little Moses,['Joan Baez'],1960,0.479,0.0371,0.472,23,146.985
Desperado,['Rihanna'],2016,0.685,0.61,0.3229999999999999,78,94.384
Nuttville,['Buddy Rich'],2005,0.434,0.88,0.863,45,141.267
Boat Drinks,['Jimmy Buffett'],1992,0.643,0.534,0.918,28,126.172
Back Down,['50 Cent'],2003,0.784,0.633,0.227,45,89.017
Chinese Cafe/Unchained Melody,['Joni Mitchell'],1982,0.556,0.292,0.142,36,124.295
"Here I Am, Lord","['St. Louis Jesuits', 'Dan Schutte']",1981,0.255,0.187,0.219,28,78.599
So Will I (100 Billion X),['Hillsong UNITED'],2017,0.431,0.416,0.177,65,127.964
Crime Of The Century,['Supertramp'],1974,0.404,0.417,0.233,43,123.44
Roland the Roadie and Gertrude the Groupie,['Dr. Hook'],1976,0.802,0.5920000000000001,0.84,29,115.304
Directive,['Robert Frost'],1955,0.7140000000000001,0.177,0.384,3,129.422
that's just how it goes,['ROLE MODEL'],2019,0.778,0.629,0.48,63,108.023
Hotel California - Live; 1999 Remaster,['Eagles'],1980,0.411,0.855,0.547,50,150.933
A Love That's Worth Having,['Willie Hutch'],1969,0.34,0.627,0.823,29,176.315
Artificial Energy,['The Byrds'],1968,0.556,0.675,0.7859999999999999,27,116.448
I Don't Care (with Justin Bieber),"['Ed Sheeran', 'Justin Bieber']",2019,0.7979999999999999,0.6759999999999999,0.843,79,101.956
Manic Depression,['Jimi Hendrix'],1969,0.353,0.967,0.716,18,149.624
Cool Rasta,['The Heptones'],2002,0.892,0.144,0.591,46,132.73
Bundle of Joy,['Michael Giacchino'],2015,0.312,0.0766,0.0493,58,136.866
Not Gonna Give It Up - 2002 Remaster,['Peter Tosh'],1983,0.625,0.7759999999999999,0.687,30,81.127
Bust Your Windows,['Jazmine Sullivan'],2008,0.6829999999999999,0.664,0.866,67,106.991
Alive,['Wage War'],2015,0.5329999999999999,0.989,0.289,53,105.028
Trigona,['Mitsos Arapakis'],1939,0.469,0.33,0.5539999999999999,0,132.3
Moonchild - 2015 Remaster,['Iron Maiden'],1988,0.266,0.96,0.244,37,129.706
Blue on Blue,['Bobby Vinton'],1962,0.607,0.303,0.555,35,97.383
Kapitel 179 - Der Page und die Herzogin,"['Georgette Heyer', 'Irina Salkow']",1926,0.772,0.1669999999999999,0.4270000000000001,1,116.093
Backpack City,"['Flovry', 'tender spring']",2019,0.6659999999999999,0.197,0.12,67,77.079
Trampled Under Foot - Remaster,['Led Zeppelin'],2007,0.568,0.8370000000000001,0.833,45,111.186
Scalliwag,['Gaelic Storm'],2006,0.706,0.77,0.665,40,134.972
Del Ey Del,['Leila Forouhar'],1991,0.525,0.601,0.8009999999999999,37,120.68
Almost Independence Day,['Van Morrison'],1972,0.51,0.412,0.356,33,127.045
Rebel Music (3 O'Clock Road Block) - Live At The Roxy,['Bob Marley & The Wailers'],1976,0.7390000000000001,0.813,0.846,28,138.028
Te Iré a Buscar,['Farruko'],2010,0.735,0.743,0.964,54,174.035
I'm More Than Happy (I'm Satisfied),['Stevie Wonder'],1968,0.7040000000000001,0.619,0.66,28,102.787
Cachadora,['Carlos Gardel'],1930,0.6990000000000001,0.352,0.674,1,133.689
Together Again - 2006 Remastered Version,['Buck Owens'],2006,0.375,0.181,0.535,47,114.91
How High The Moon,['Chet Baker'],1959,0.599,0.0621,0.19,16,114.971
"Folsom Prison Blues - Live at San Quentin State Prison, San Quentin, CA - February 1969",['Johnny Cash'],1969,0.57,0.515,0.6829999999999999,25,127.812
Buloy,['Parokya Ni Edgar'],1997,0.292,0.484,0.589,51,173.831
Champagne Coast,['Blood Orange'],2011,0.813,0.406,0.755,55,122.658
Gone Too Soon,['Michael Jackson'],1991,0.268,0.186,0.118,53,69.361
Cherokee,['Jay McShann & His Orchestra'],1940,0.531,0.445,0.777,0,133.249
El Roto - En Vivo,['Grupo Firme'],2018,0.826,0.47,0.964,74,118.198
Часть 84.2 - Зеленые холмы Африки,['Эрнест Хемингуэй'],1935,0.72,0.132,0.7609999999999999,0,127.814
Day of the Eagle - 2007 Remaster,['Robin Trower'],1974,0.393,0.773,0.561,44,131.749
Don't Be Angry - 1964 Version,['Stonewall Jackson'],1963,0.6629999999999999,0.239,0.507,27,104.891
The Same Situation,['Joni Mitchell'],1974,0.448,0.27,0.272,36,106.788
Wo Nafrat Se Daman Bacha Kar Chale,['Geeta Dutt'],1952,0.388,0.0708,0.342,0,69.547
Sky High,['Donald Byrd'],1973,0.632,0.659,0.882,30,122.961
I Was Made To Love Her - Remastered 2001,['The Beach Boys'],1967,0.515,0.64,0.948,27,100.11
Lemon (feat. Drake) - Drake Remix,"['N.E.R.D', 'Rihanna', 'Drake']",2018,0.777,0.657,0.245,63,189.992
This Summer,['Maroon 5'],2014,0.54,0.7659999999999999,0.176,57,98.932
There You Go,['Johnny Cash'],1958,0.778,0.727,0.93,28,97.884
The Moon Is Blue,['Colourbox'],1985,0.5670000000000001,0.602,0.708,28,109.462
Aquellas Pequeñas Cosas,['Joan Manuel Serrat'],1969,0.469,0.249,0.306,44,80.33
Swish Swish,"['Katy Perry', 'Nicki Minaj']",2017,0.838,0.705,0.583,69,119.953
Country Feedback,['R.E.M.'],1991,0.274,0.5670000000000001,0.29,41,144.713
Soul Experience,['Iron Butterfly'],1969,0.8009999999999999,0.244,0.644,21,108.869
Treat Me Well,['Heart'],1977,0.403,0.107,0.166,31,132.509
Multi-Colored Lady,['Gregg Allman'],1973,0.478,0.386,0.328,27,142.129
Perro Flaco - Instrumental (Remasterizado),['Francisco Canaro'],1931,0.708,0.354,0.949,0,151.533
Moon Love,"['Boombox Cartel', 'Nessly']",2018,0.706,0.935,0.214,59,130.001
Let It Die,['Foo Fighters'],2007,0.596,0.557,0.314,58,124.023
The Theme - Take 1,['Miles Davis Quintet'],1959,0.484,0.39,0.508,14,137.621
Tennessee Flat Top Box,['Johnny Cash'],1954,0.604,0.562,0.882,19,97.221
Kapitel 8 - Gedichte von Friedrich Nietzsche,['Friedrich Wilhelm Nietzsche'],1949,0.638,0.303,0.215,0,139.728
Statesboro Blues - Session Outtake Remix,['Allman Brothers Band'],1970,0.399,0.75,0.74,24,127.93
All I Want Is You,['Roxy Music'],1974,0.477,0.912,0.68,34,126.484
Ev'ry Time We Say Goodbye,"['June Christy', 'Stan Kenton']",1955,0.482,0.0378,0.1369999999999999,9,128.063
Me And My Wine - 1984 Remix,"['Def Leppard', 'Robert John ""Mutt"" Lange']",1981,0.481,0.96,0.478,29,139.758
Hanging Out with Django,['Sonny Davis'],1937,0.77,0.647,0.96,0,114.014
The Only One - Live At Hammersmith Odeon/1985,['Bryan Adams'],1984,0.384,0.925,0.7070000000000001,29,138.524
Sklaves tou maxaragia,"['Ntoua Xarma', 'Apostolis Kaldaras']",1950,0.493,0.333,0.336,0,141.321
Herr Mannelig,['Garmarna'],1996,0.452,0.309,0.0625,53,79.093
(I'm A) Ramblin' Man,['Waylon Jennings'],1976,0.79,0.5429999999999999,0.85,31,109.407
Dorakuna Ituvanti Seva,['Chittoor V. Nagaiah'],1946,0.5920000000000001,0.5589999999999999,0.623,0,116.164
Doctor Robert - Remastered 2009,['The Beatles'],1966,0.394,0.64,0.574,51,164.626
Been in the Pen,['Odetta'],1956,0.454,0.213,0.418,5,172.032
Das alte Jahr spricht,['Mathias Wieman'],1941,0.691,0.00278,0.753,0,76.634
Moonlight and Shadows,['Russ Morgan and His Orchestra'],1978,0.452,0.195,0.611,35,81.485
Quincy Jones Interview #3,['Quincy Jones'],1982,0.675,0.268,0.4920000000000001,34,96.876
Gonna Buy Me a Dog - Original Stereo Version; 2006 Remaster,['The Monkees'],1966,0.5870000000000001,0.6829999999999999,0.935,44,93.622
Sonata No.3: First Movement,"['Manuel Ponce', 'Andrés Segovia']",1930,0.522,0.0376,0.399,3,72.3
"Fantaisie Pastorale Hongroise, Op. 26","['Ceora Jaffe', 'Keun Young Sun']",1946,0.254,0.0501,0.239,0,58.125
Dazzle,['Siouxsie and the Banshees'],1984,0.299,0.898,0.0621,40,143.522
Jenny Says,['Cowboy Mouth'],1996,0.528,0.733,0.728,44,78.277
I Dare You,['Shinedown'],2005,0.55,0.921,0.354,50,107.013
